content,id,logo,unTappdAverageRating,unTappdRatings,volume assumed,Type,Town,County,Founded,Defunct,website,URL,Field 17,Count of Brews,StdDvABV,Avg ABV,IpAs,Count of Types,ICBI Member,phone,distributor/rep,distributor-rep,distributorOrrep,jurisdiction,FT_employees,PT_employees,output_2018,output_2017,output_2016,output_2015,output_2014,output_2013,output_2012,output_2011,output_2010,output_2009,tours,Naming Origin,SuccessorBrewery,twitterH,foundedMonth,foundedDay,defunctDay,defunctMonth,defunctYear,start,end,PlaceNamed,MythNamed,BrewerFounderNAmed,PhysicalBreweryClosed,PhysicalBreweryOpened,Farmbased,Operating,ExportPercent?,OnFarmSupply,SourceofFoundFunding,Lagers,Source,NodeID,YearsinBusiness,GrowOwnHops,GrowOwnBarley,HasTaproom,OffersTours,output_2019,output_2020,output_2021,output_2022,BrewedElsewhere,Count of Colabs,town,lon,lat,geo,
Larkin's Brewing Company,larkins,https://irishcraftbrewing.com/pics/logos/larkinsLogo.jpeg,3.77,30499,5606,Microbrewery,Creowen,Wicklow,01/01/2016,,,https://www.larkins.beer/,,60,2.366850275,6.971666667,"Lager
Schwartzbier
American IPA
American Pale Ale
Baltic Porter
Helles Lager
Märzen
Saison Ale
Doppelbock
India Session Ale
Double IPA
Double IPA
Baltic Porter
Brown Ale
India Pale Lager
Schwartzbier
American IPA
India Session Ale
Irish Dry Stout
Double IPA
Amber Lager
Double IPA
German Pilsner
Triple IPA
American IPA
International Pale Ale
Imperial Double Stout
Belgian Quad
Doppelbock
Double IPA
Belgian Pale Ale
Sour IPA
Double IPA
Mead
India Session Ale
Doppelbock
Belgian Pale Ale
American Pale Ale
American Pale Ale
American Pale Ale
American Pale Ale
Rye IPA
New England Pale Ale
Australian Pale Ale
Brown Ale
New England IPA
Double IPA
Imperial Stout
Imperial Stout
Imperial Stout
Imperial Stout
International IPA
New England IPA
Session IPA
Sour Ale
Fruit Beer
Sour Ale
Imperial Pastry Stout
Imperial Stout
Imperial Pastry Stout",1,Yes,,,,,ROI,,,,,,,,,,,,,,,,@larkins_brewing,1,1,,,,2016-1-1,2025-03-06,,,1,,,,Yes,,,,34,,159,5.44,,,,,,,,,,1,Creowen,-6.07299,53.100611,53.10061161,
Lineman Beer,lineman,https://irishcraftbrewing.com/pics/logos/linemanLogo.jpeg,3.79,8499,3483,Microbrewery,Rathcoole,Dublin,01/01/2019,,,http://www.lineman.ie,,31,2.360084744,6.6,"Wheat Beer
Grisette
India Pale Ale
Red IPA
Export Stout
Sour Ale
American Porter
American IPA
American Pale Ale
Dark Lager
Double IPA
Imperial Russian Stout
Imperial Russian Stout
English Barleywine
English Brown Ale
Export Stout
American Pale Ale
Table Beer
Imperial Stout
Imperial Stout
American Pale Ale
American IPA
American IPA
American IPA
American IPA
Red IPA
Belgian Blonde
American IPA
Black Cascadian Ale
American Pale Ale
Schwartzbier",1,,,,,Four Corners,ROI,,,,,,,,,,,,,,,,,1,1,,,,2019-1-1,2025-03-07,,,,,,,Yes,,,,20,,596,2.44,,,,,,,,,,0,Rathcoole,-6.461677,53.298954,53.29895465,
Lough Gill Brewery,loughgill,https://irishcraftbrewing.com/pics/logos/loughgillLogo.jpeg,3.76,47328,8700,Microbrewery,Cleveragh,Sligo,01/01/2016,,,https://loughgillbrewery.com/,,93,2.646942162,6.705494505,"Brown Ale
Imperial Oatmeal Stout
Oatmeal Stout
Berliner Weisse
Imperial Stout
English India Pale Ale
English Pale Ale
English Barleywine
Sour Red Ale
Irish Red Ale
Sour Ale
Scotch Ale
English India Pale Ale
Saison Ale
Sour Ale
Irish Red Ale
American Pale Wheat Ale
Sour Ale
Porter
Flanders Red Ale
Imperial Porter
Sour Ale
Berliner Weisse
Sour Ale
Gose
American Pale Ale
Gose
English Strong Ale
Gose
English Barleywine
Imperial Stout
Irish Red Ale
Imperial Oatmeal Stout
Imperial Oatmeal Stout
English India Pale Ale
English India Pale Ale
Red IPA
Euro Lager
Red IPA
Gose
International Pale Ale
International IPA
Saison Ale
India Session Ale
Oatmeal Stout
Session IPA
New England IPA
Sour Ale
International IPA
Imperial Milk Stout
Imperial Porter
Imperial Oatmeal Stout
Milk Stout
New England IPA
Double IPA
New England DIPA
Gose
Berliner Weisse
Milk Stout
Oatmeal Stout
Sour Ale
New England Pale Ale
New England IPA
New England IPA
New England IPA
New England IPA
India Session Ale
American Pale Ale
Milk Stout
Imperial Oatmeal Stout
Imperial Oatmeal Stout
Imperial Stout
Imperial Oatmeal Stout
Imperial Pastry Stout
Extra Strong Bitter
American IPA
Wheat Beer
American IPA
Fruited Sour
New England IPA
Imperial Pastry Stout
Sour Ale
Sour Ale
Imperial Pastry Stout
Milkshake IPA
Session IPA
Irish Red Ale
New England IPA
Imperial Stout
American IPA
Imperial Stout
Session IPA
Session IPA",1,Yes,087 210 8159,,,Pro Addition (Galway Bay) Alpha Beer and Cider,ROI,,,,,,,,,,,,,Yes,,,,1,1,,,,2016-1-1,2025-03-08,1,,,,,,Yes,,,,39,,101,5.44,,,No,Yes,,,,,,0,Cleveragh,-8.4549945,54.2657006,54.26570068,
Mash Down Brewery,mashdown,https://irishcraftbrewing.com/pics/logos/mashdownLogo.jpeg,3.66,522,82,Microbrewery,Banbridge,Down,01/01/2017,,,http://www.mashdownbrewery.com,,15,0.701223421,4.98,"Fruit Beer
Irish Dry Stout
Rye Beer
Fruit Beer
Fruit Beer
American IPA
Stout Other
Berliner Weisse
American Amber Ale
Helles Lager
Vienna Lager
American Pale Ale
American Porter
American IPA
Wheat Beer",1,,,,,Nelson Sauvin,UK,,,,,,,,,,,,,,,,@mashdownbrewery,1,1,,,,2017-1-1,2025-03-09,,,,,,,Yes,,,,13,,168,6.33,,,,,,,,,,0,Banbridge,-6.261443,54.34272,54.34272063,
McCracken's Brewery,mccrackens,https://irishcraftbrewing.com/pics/logos/mccrackensLogo.jpeg,3.44,1009,387,Microbrewery,"Derryall Road, Portadown",Armagh,01/11/2018,,,https://mccrackensrealale.com,,10,0.71460945,4.98,"International IPA
Golden Ale
Double IPA
Irish Red Ale
Irish Dry Stout
Irish Dry Stout
Hefeweizen
American Pale Ale
English Pale Ale
Czech Pilsner",1,,078 03045124,,,Anzac Distributors,UK,,,,,,,,,,,,,,,,,11,1,,,,2018-11-1,2025-03-10,,,,,,,Yes,,,,9,,593,2.61,,,,,,,6,14,,0,"Derryall Road, Portadown",-6.474903,54.463729,54.46372965,
McGill's Brewery,mcgills,https://irishcraftbrewing.com/pics/logos/noimageLogo.jpeg,3.44,941,178,Microbrewery,Waterville,Kerry,18/01/2017,,,http://www.mcgillsbrewery.com,,5,0.273861279,4.7,"Irish Dry Stout
Irish Red Ale
Blonde Ale
International IPA
Irish Red Ale",1,,,,,,ROI,,,,,,,,,,,,,,,,,1,18,,,,2017-1-18,2025-03-11,,,1,,,,Yes,,,,4,,385,5.29,,,,,,,,,,0,Waterville,-10.176174,51.831664,51.8316641,
Mescan Brewery,mescan,https://irishcraftbrewing.com/pics/logos/mescanLogo.jpeg,3.67,6291,846,Microbrewery,"Cartoor, Kilsallagh, Co Mayo F28FW70",Mayo,01/01/2014,,,https://www.mescanbrewery.com,,21,2.092196385,7.414285714,"Blonde Ale
Irish Dry Stout
Belgian Tripel
Witbier
Belgian Strong Golden Ale
Saison Ale
Fruit Beer
Belgian Strong Dark Ale
Belgian Strong Dark Ale
Belgian Strong Dark Ale
Lambic Kriek
Pale Lager
Belgian Tripel
Belgian Strong Dark Ale
Belgian Tripel
Baltic Porter
Flanders Old Bruin
Baltic Porter
Belgian Tripel
Belgian Blonde
Baltic Porter",1,,086 832 0320,,,Alpha Beers,ROI,2,2,,,,,,,,,,,Yes,St. Patrick's reputed Brewer - Annals of the Four Masters,,@MescanBrewery,1,1,,,,2014-1-1,2025-03-12,,1,,,,Yes,Yes,,,,13,,105,7.44,,,No,Yes,,,,,,0,"Cartoor, Kilsallagh, Co Mayo F28FW70",-9.728606,53.74727,53.74727097,
Modest Brewing,modest,https://irishcraftbrewing.com/pics/logos/modestLogo.jpeg,3.71,2791,1038,Microbrewery,Holywood,Down,01/10/2018,,,https://www.modestbeer.co.uk/,,30,0.855784912,5.026666667,"New England Pale Ale
American IPA
New Zealand Pale Ale
American Pale Ale
International Pale Ale
American Pale Ale
Pilsner
Czech Pilsner
New Zealand Pale Ale
American Pale Ale
Table Beer
Pilsner
Oatmeal Stout
American IPA
Czech Pilsner
New England IPA
American IPA
New England IPA
New England Pale Ale
International IPA
International Pale Ale
International IPA
International IPA
Pilsner
New England IPA
New England IPA
Sour Ale
Dark Lager
Sour Ale
New England IPA",1,,,,,,UK,,,,,,,,,,,,,,,,,10,1,,,,2018-10-1,2025-03-13,,,,,,,Yes,,,,14,,691,2.69,,,,,,,,,,0,Holywood,-5.84452,54.634616,54.63461658,
Mourne Mountains Brewery,mourne,https://irishcraftbrewing.com/pics/logos/mourneLogo.jpeg,3.65,11201,1739,Microbrewery,Warrenpoint,Down,01/01/2015,,,https://www.instagram.com/mournemountainsbrewery/,,86,1.712907826,5.689411765,"Red IPA
American IPA
Pilsner
International Pale Ale
Hefeweizen
Stout Other
Extra Stout
Pumpkin Beer
American Amber Ale
American Amber Ale
Pilsner
Export Stout
Winter Lager
American Pale Wheat Ale
Kolsch Lager
Euro Lager
American Light Lager
International Pale Ale
English Bitter
Imperial Stout
India Pale Lager
Kolsch Lager
English Mild Ale
Irish Dry Stout
American Pale Ale
American IPA
Imperial India Pale Ale
Imperial Oatmeal Stout
Blonde Ale
Imperial Stout
India Pale Lager
American Pale Ale
Brut IPA
Rye Beer
American Pale Ale
American IPA
Irish Red Ale
American Pale Ale
Extra Strong Bitter
American Pale Ale
Imperial Stout
Czech Pilsner
Imperial Double Stout
International Pale Ale
English Bitter
American IPA
American IPA
New England IPA
Belgian Blonde
Kolsch Lager
American Pale Ale
American Light Lager
New England Pale Ale
American Pale Ale
New England IPA
German Pilsner
India Session Ale
Double IPA
Helles Lager
American IPA
Irish Red Ale
Imperial Oatmeal Stout
Imperial Stout
Triple IPA
Barleywine
International IPA
Session IPA
New England IPA
New England IPA
Fruited Sour
New England Pale Ale
American Pale Ale
New England Pale Ale
Helles Lager
New Zealand Pale Ale
New England Pale Ale
Export Stout
Pastry Stout
Belgian Dubbel
Coffee Stout
New England DIPA
New England Pale Ale
Double IPA
American IPA
American Pale Ale
American Amber Ale",1,,,,,Nelson Sauvin,"UK
",,,,,,,,,,,,,,,,,1,1,,,,2015-1-1,2025-03-14,1,,,,,,Yes,,,,47,,108,6.44,,,,,,,,,,1,Warrenpoint,-6.2520778,54.105301,54.10530163,
Norn Iron Brewing,norniron,https://irishcraftbrewing.com/pics/logos/nornironLogo.jpeg,3.43,766,223,Microbrewery,"The Cutts, City Business Park, Dunmurry, Belfast",Antrim,01/01/2018,,,https://www.facebook.com/nornironbrewco/,,33,1.751988118,5.970967742,"Rye Beer
Belgian Dubbel
Imperial Porter
Rye Beer
American IPA
Belgian Tripel
New England IPA
International IPA
Brut IPA
New England IPA
Belgian IPA
Double Porter
Triple IPA
Euro Strong Lager
International IPA
New England IPA
India Session Ale
Pale Lager
International IPA
New Zealand Pale Ale
Helles Lager
Belgian Pale Ale
American IPA
English Porter
International Pale Ale
American IPA
Double IPA
Double IPA
Session IPA
Rye Beer
Sour Ale
American IPA
International IPA",1,,,,,Nelson Sauvin,UK,,,,,,,,,,,,,,,,@nornironbrewco,1,1,,,,2018-1-1,2025-03-15,,,,,,,Yes,,,,23,,212,3.44,,,,,,,,,,0,"The Cutts, City Business Park, Dunmurry, Belfast",-6.021090895,54.54338,54.54337778,
Northbound Brewery,northbound,https://irishcraftbrewing.com/pics/logos/northboundLogo.jpeg,3.48,3483,468,Microbrewery,Eglinton,Londonderry,01/01/2014,,,http://www.northboundbrewery.com/,,22,1.299963369,5.00952381,"Kolsch Lager
American Pale Ale
American IPA
Altbier
Grätzer
English India Pale Ale
American Amber Ale
Lager
India Session Ale
International Pale Ale
Euro Lager
American Red Ale
American IPA
India Session Ale
English Pale Ale
Euro Lager
Double IPA
New Zealand Pale Ale
Pale Lager
Pale Lager
India Session Ale
American IPA",1,,075 12198686,,,Robb Brothers Wine Merchants,UK,,,,,,,,,,,,,,,,,1,1,,,,2014-1-1,2025-03-16,1,,,,,,Yes,,,,17,,114,7.44,,,,,,,,,,0,Eglinton,-7.17831,55.02679,55.02679718,
O Brother Brewing,obrother,https://irishcraftbrewing.com/pics/logos/obrotherLogo.jpeg,3.71,62233,8365,Microbrewery,Ballycrone,Wicklow,01/01/2014,,,https://www.obrotherbrewing.com/,,96,2.030078105,6.391489362,"American Pale Ale
American IPA
American Red Ale
India Session Ale
Porter
Black Cascadian Ale
Double IPA
India Session Ale
Saison Ale
American IPA
Pilsner
International Pale Ale
Fruit Beer
Porter
Rye IPA
White IPA
Golden Ale
India Session Ale
Nitro Milk Stout
Irish Red Ale
Imperial India Pale Ale
Belgian Pale Ale
Berliner Weisse
Irish Red Ale
Imperial Stout
India Session Ale
Imperial Double Stout
India Session Ale
Double IPA
Fruit Beer
American Pale Ale
Sour Ale
Double IPA
Brut IPA
Saison Ale
Double IPA
Pilsner
New Zealand Pale Ale
Double IPA
Nitro Milk Stout
American IPA
American IPA
Double IPA
Berliner Weisse
International Pale Ale
Rye IPA
Triple IPA
New England IPA
Double IPA
American Pale Ale
New England IPA
Double IPA
India Session Ale
Double IPA
Imperial Double Stout
Milk Stout
India Session Ale
Double IPA
Double IPA
Milk Stout
Sour Ale
Sour Ale
American IPA
New England DIPA
International IPA
Double IPA
New England IPA
Double IPA
Imperial Milk Stout
German Pilsner
Triple IPA
Coffee Porter
Porter
American IPA
Double IPA
New England IPA
American Pale Ale
Milkshake IPA
New England Pale Ale
Double IPA
Black Cascadian Ale
American IPA
New England Pale Ale
American IPA
Double IPA
Pilsner
Triple IPA
New Zealand Pale Ale
New England IPA
Double IPA
American IPA
Double IPA
American Pale Ale
Milk Stout
New England IPA
Imperial Stout",1,,,,,,ROI,,,,,,,,,,,,,Yes,,,,1,1,,,,2014-1-1,2025-03-17,,,,,,,Yes,,,,35,,115,7.44,,,Yes,,,,,,,3,Ballycrone,-6.061201,53.099922,53.09992261,
O'Connor Craft Beer,oconnor,https://irishcraftbrewing.com/pics/logos/oconnorLogo.jpeg,3.44,39,6,Microbrewery,Derry,Londonderry,01/01/2015,,,https://untappd.com/w/o-connor-craft-beer/211227,,2,0.070710678,4.45,"Blonde Ale
Amber Lager",1,,,,,,UK,,,,,,,,,,,,,,,,@OConnorBrewing,1,1,,,,2015-1-1,2025-03-18,,,1,,,,Yes,,,,2,,197,6.44,,,,,,,,,,0,Derry,-7.3085748,54.9966124,54.99661247,
Original 7 Beverage Co.,original7,https://irishcraftbrewing.com/pics/logos/original7Logo.jpeg,3.62,932,1553,Microbrewery,"North Mall, Cork",Cork,07/01/2022,,,https://www.original7.ie,,3,0.057735027,4.133333333,"Pale Ale
Lager
Weissebier",1,,,,,,ROI,,,,,,,,,,,,,Yes,,,,1,7,,,,2022-1-7,2025-03-19,,,,,,,Yes,,,,3,,,0.6,,,Pub License,,,,,,Franciscan Well Brewery,0,"North Mall, Cork",-8.481867,51.901062,51.90106285,
Ormeau Brewing,ormeau,https://irishcraftbrewing.com/pics/logos/noimageLogo.jpeg,3.65,348,916,Microbrewery,"Ormeau Road, Balfast",Antrim,01/01/2022,,,https://ormeaubrewingco.com/,,,,,,1,,,,,,UK,,,,,,,,,,,,,,,,,1,1,,,,2022-1-1,2025-03-20,,,,,,,Yes,,,,,,,0.38,,,,,,,,,,,"Ormeau Road, Balfast",-5.9150805,54.57251145,54.57251145,
Otterbank Brewing Company,otterbank,https://irishcraftbrewing.com/pics/logos/otterbankLogo.jpeg,3.83,3069,364,Microbrewery,"Unit 6, Kilderry Business Park, Kilderry, Donegal",Donegal,01/01/2013,,,https://www.facebook.com/otterbrews/,,46,2.373799367,6.573555556,"Stout Other
Stout Other
Sour Ale
Imperial Stout
Sour Ale
Brown Ale
Berliner Weisse
Sour Ale
Sour Ale
Imperial Stout
Berliner Weisse
Berliner Weisse
Sour Ale
Sour Ale
Saison Ale
Extra Strong Bitter
Berliner Weisse
Biere de Garde
Imperial Stout
Saison Ale
Saison Ale
American Pale Ale
Farmhouse Ale
Farmhouse Ale
Farmhouse Ale
Imperial Russian Stout
Fruited Sour
Sour Ale
Imperial Stout
Sour IPA
Berliner Weisse
Berliner Weisse
Farmhouse Ale
Farmhouse Ale
Sour IPA
Session IPA
Berliner Weisse
Berliner Weisse
Session IPA
Farmhouse Ale
Brett Beer
Farmhouse Ale
Imperial Red Ale
American Porter
American Pale Ale
Imperial Stout",1,,,,,,ROI,,,,,,,,,,,,,,,,,1,1,,,,2013-1-1,2025-03-21,1,,,,,,Yes,,,,17,,118,8.44,,,,,,,,,,1,"Unit 6, Kilderry Business Park, Kilderry, Donegal",-7.262432,55.066526,55.06652673,
Out of Office Brewing,outofoffice,https://irishcraftbrewing.com/pics/logos/outofofficeLogo.jpeg,3.57,986,2595,Microbrewery,"96-98 High St, Belfast BT1 2BG",Antrim,01/01/2022,,,https://outofofficebrewing.co.uk/,,,,,,1,,,,,,UK,,,,,,,,,,,,,,,,,1,1,,,,2022-1-1,2025-03-22,,,,,,,Yes,,,,,,,0.38,,,,,,,,,,,"96-98 High St, Belfast BT1 2BG",-5.925755972,54.60081718,54.60081718,
Pearse Lyons Brewery,pearselyons,https://irishcraftbrewing.com/pics/logos/pearselyonsLogo.jpeg,3.37,35841,4817,Microbrewery,"Brewery Business Park, Ardee Road, Cambrickville, Dundalk",Louth,01/01/2014,,,https://www.facebook.com/thefoxesrock/photos/a.2695282894086578/2797053120576221/?type=3,,78,1.742891326,5.157894737,"Burton Ale
American IPA
English Pale Ale
Pilsner
Irish Dry Stout
Irish Red Ale
India Pale Ale
American IPA
India Session Ale
American Pale Ale
Pilsner
Irish Red Ale
Gluten Free Pale Ale
India Session Ale
English Brown Ale
Imperial Stout
Export Stout
Extra Stout
Extra Stout
India Session Ale
New Zealand Pale Ale
International Pale Ale
Double IPA
Pale Lager
Lager
Extra Stout
Gluten Free Kolsch Lager
India Pale Lager
Double IPA
Extra Stout
Porter
New England IPA
Pale Lager
Gluten Free Kolsch Lager
Brown Ale
Imperial Double Stout
Fruit Beer
Irish Red Ale
Double IPA
International Pale Ale
English Brown Ale
Coffee Stout
American IPA
American Pale Ale
Session IPA
Red Ale
Kombucha
Imperial Double Stout
English Strong Ale
Coffee Stout
Black Cascadian Ale
Double IPA
International IPA
International Pale Ale
Irish Dry Stout
American IPA
Pilsner
Coffee Stout
American IPA
India Session Ale
English Strong Ale
Pilsner
English Porter
International Pale Ale
Non-Alcoholic
Hard Seltzer
Hard Seltzer
Non-Alcoholic
Non-Alcoholic
American IPA
English Pale Ale
American IPA
American IPA
German Pilsner
Double IPA
Hard Seltzer
Hard Seltzer
Czech Pilsner",1,,,,,,ROI,,,,,,,,,,,,,,,,,1,1,,,,2014-1-1,2025-03-23,,,,,,,Yes,,,,38,,137,7.44,,,,,,,,,,,"Brewery Business Park, Ardee Road, Cambrickville, Dundalk",-6.414357639,53.99312601,53.99312601,
Pikeman Brewing,pikeman,https://irishcraftbrewing.com/pics/logos/noimageLogo.jpeg,3.62,179,88,Microbrewery,"Main Street, The Walk, Kinnitty, Co. Offaly",Offaly,01/06/2019,,,https://pikemanbrewing.com,,5,0.4,4.6,"Irish Red Ale
International IPA
Irish Dry Stout
International Pale Ale
Irish Dry Stout",1,,,,,,ROI,,,,,,,,,,,,,,,,,6,1,,,,2019-6-1,2025-03-24,,Yes,,,,,Yes,,,,4,,690,2.03,,,,,,,,,,0,"Main Street, The Walk, Kinnitty, Co. Offaly",-7.718439,53.097497,53.09749777,
Porterhouse Brewing Company,porterhouse,https://irishcraftbrewing.com/pics/logos/porterhouseLogo.jpeg,3.5,152614,4702,Microbrewery,Broadstone,Dublin,01/01/1989,,,http://www.theporterhouse.ie/,,75,2.542476968,5.942253521,"Oyster Stout
Porter
Irish Red Ale
American IPA
Irish Dry Stout
English Strong Ale
English Pale Ale
Pale Lager
Imperial Stout
Pilsner
Pale Lager
American Barleywine
Stout Other
English Bitter
Irish Dry Stout
Black Cascadian Ale
American Brown Ale
Double IPA
Amber Lager
Session IPA
Witbier
Porter
English Pale Ale
Kolsch Lager
Dark Lager
Cream Ale
Irish Dry Stout
Märzen
Dark Lager
Porter
Dunkelweizen
Pilsner
English Pale Ale
Imperial Stout
Irish Red Ale
English Porter
English Porter
English Strong Ale
Porter
English Strong Ale
Export Stout
Ginger Beer
India Session Ale
Rye Beer
New England IPA
English Porter
New England IPA
Lager
American IPA
Coffee Stout
Imperial Russian Stout
International Pale Ale
Irish Dry Stout
India Session Ale
Milkshake IPA
India Session Ale
Double IPA
India Session Ale
International IPA
New England IPA
American Pale Ale
India Session Ale
Imperial Stout
Farmhouse Ale
Pale Lager
New England DIPA
Pale Lager
Imperial Stout
American IPA
American IPA
Pilsner
Pilsner
Imperial Stout
Irish Dry Stout
Irish Dry Stout",1,Yes,,,,Grand Cru,ROI,,,,,,,,,,,,,Yes,,,,1,1,,,,1989-1-1,2025-03-25,,,,,,,Yes,,,,40,,122,32.46,,,Pub License,,,,,,,1,Broadstone,-6.285342,53.373462,53.37346263,
Priory Brewing Company,priory,https://irishcraftbrewing.com/pics/logos/prioryLogo.jpeg,3.75,766,173,Microbrewery,Greenhills Road,Dublin,01/01/2017,,,https://www.priorybrewing.ie/,,7,1.651262144,5,"International Pale Ale
English Porter
Double IPA
India Session Ale
Red IPA
Grätzer
International Pale Ale",1,Yes,,,,,ROI,,,,,,,,,,,,,,,,,1,1,,,,2017-1-1,2025-03-26,1,,,,,,Yes,,,,6,,123,4.44,,,,,,,,,,0,Greenhills Road,-6.351688,53.287837,53.28783764,
Quiet Noise Brewing,quietnoise,https://irishcraftbrewing.com/pics/logos/quietnoiseLogo.jpeg,3.07,38,136,Microbrewery,Lagavooren,Meath,01/04/2022,,,https://www.quietnoisebrewing.com,,3,0,0,"Pale Ale
Pilsner
Lager",1,,,,,,ROI,,,,,,,,,,,,,,,,,4,1,,,,2022-4-1,2025-03-27,,,,,,,Yes,,,,3,,,0.28,,,,,,,,,,0,Lagavooren,-6.368142,53.694399,53.69439964,
Rascal's Brewing Company,rascals,https://irishcraftbrewing.com/pics/logos/rascalsLogo.jpeg,3.57,62864,7448,Microbrewery,"Goldenbridge Estate, Inchicore",Dublin,01/01/2013,,,http://rascalsbrewing.com/,,188,1.367443816,5.306521739,"American IPA
White IPA
American Red Ale
Porter
American IPA
International Pale Ale
Saison Ale
American Pale Ale
Milk Stout
American Pale Ale
American Pale Ale
Witbier
Hefeweizen
Sour Ale
Double IPA
American IPA
White IPA
Pilsner
American Pale Ale
Sour Ale
Sour Ale
Wheat Wine
International Pale Ale
American IPA
Saison Ale
American Pale Ale
New England IPA
Milk Stout
Porter
American Amber Ale
American Amber Ale
Wheat Wine
White IPA
Blonde Ale
Saison Ale
Red Ale
American Pale Ale
North American Lager
Sour Ale
Belgian Dubbel
Sour Ale
Pale Lager
Session IPA
Milk Stout
New England IPA
Milk Stout
Gose
New England IPA
Australian Sparkling Ale
Saison Ale
India Session Ale
Imperial Stout
American IPA
Coffee Stout
Milk Stout
Saison Ale
International Pale Ale
Double IPA
Milk Stout
Witbier
Imperial Double Stout
India Session Ale
American Amber Ale
Double IPA
Saison Ale
Coffee Stout
American IPA
Kolsch Lager
Oatmeal Stout
International Pale Ale
American Stout
Milkshake IPA
English Brown Ale
International IPA
American Pale Ale
Witbier
Berliner Weisse
Brut IPA
Cream Ale
Sour Ale
India Session Ale
Kolsch Lager
English Brown Ale
Milkshake IPA
Sour Ale
Sour Ale
Black Cascadian Ale
Belgian Dubbel
Witbier
Gose
Red IPA
Wheat Beer
Ginger Beer
Hefeweizen
Blonde Ale
Brut IPA
Brut IPA
Blonde Ale
Imperial Stout
New England DIPA
German Pilsner
Doppelbock
Helles Lager
Farmhouse Ale
Milkshake IPA
Doppelbock
Berliner Weisse
American Pale Ale
Brown Ale
Oatmeal Stout
Sour Ale
Brown Ale
American IPA
International Pale Ale
English Bitter
Baltic Porter
New England IPA
English India Pale Ale
Brut IPA
New England Pale Ale
Gose
New England Pale Ale
Sour Ale
Fruit Beer
India Session Ale
Dark Lager
Double IPA
Australian Pale Ale
Red Lager
Pastry Stout
Pastry Stout
Milk Stout
New England IPA
New England Pale Ale
Pilsner
International Pale Ale
Oatmeal Stout
Black Cascadian Ale
Bock
Porter
Table Beer
Berliner Weisse
New England IPA
Irish Red Ale
White Stout
American IPA
Wheat Beer
American Pale Ale
Porter
Kolsch Lager
American Pale Ale
New England Pale Ale
New England IPA
Porter
Rye IPA
New England IPA
German Pilsner
New England IPA
Ginger Beer
International Pale Ale
Rice Lager
Berliner Weisse
American Pale Ale
International IPA
Helles Lager
Oatmeal Stout
International IPA
Oatmeal Stout
New Zealand Pale Ale
Milkshake IPA
Milkshake IPA
Sour Ale
Wheat Beer
Sour Ale
Cream Ale
New England Pale Ale
American IPA
New Zealand Pale Ale
Irish Dry Stout
Sour Ale
Black Cascadian Ale
White Stout
Table Beer
Sour Ale
Wheat Beer
English Barleywine
New England IPA
Imperial Stout",1,Yes,,,,,ROI,,,,,,,,,,,,,Yes,,,,1,1,,,,2013-1-1,2025-03-28,,,,,,,Yes,,,,66,,125,8.44,Yes,,Yes,Yes,,,,,,5,"Goldenbridge Estate, Inchicore",-6.3240476,53.33607848,53.33607848,
Reel Deel Brewery,reeldeel,https://irishcraftbrewing.com/pics/logos/reeldeelLogo.jpeg,3.46,4536,610,Microbrewery,Crossmolina,Mayo,01/01/2014,,,http://www.reeldeelbrewery.ie/,,15,1.048581809,4.866666667,"American Pale Ale
American Red Ale
Irish Dry Stout
English Pale Ale
American Pale Ale
International Pale Ale
Brown Ale
Winter Ale
Brown Ale
International Pale Ale
Irish Red Ale
Irish Red Ale
International IPA
International IPA
Blonde Ale",1,Yes,,,,,ROI,,,,,,,,,,,,,Yes,,,,1,1,,,,2014-1-1,2025-03-29,,,,,,,Yes,,,,10,,128,7.44,,,No,Yes,,,,,,0,Crossmolina,-9.3158456,54.100342,54.10034293,
Rising Sons Brewery,risingsons,https://irishcraftbrewing.com/pics/logos/risingsonsLogo.jpeg,3.62,15281,1617,Microbrewery,Cornmarket Street,Cork,01/01/2012,,,https://risingsonsbrewery.com/,,71,1.138534096,4.936666667,"American IPA
Irish Dry Stout
Witbier
International Pale Ale
Pale Lager
Irish Red Ale
American Amber Ale
Rye Beer
Porter
Black Cascadian Ale
Belgian Blonde
Vienna Lager
Belgian Blonde
Kolsch Lager
Coffee Stout
Witbier
Black Cascadian Ale
American IPA
Hefeweizen
Winter Ale
Berliner Weisse
Altbier
Irish Red Ale
Stout Other
Porter
Imperial Stout
American IPA
Stout Other
Imperial India Pale Ale
Berliner Weisse
Stout Other
Pilsner
Sour Ale
International Pale Ale
Stout Other
Irish Dry Stout
Saison Ale
Winter Ale
Vienna Lager
Irish Dry Stout
Imperial Stout
Lager
Spiced Beer
American Pale Ale
Red Ale
New England IPA
Sour Ale
Saison Ale
Session Pale Ale
Golden Ale
Festbier
Belgian Strong Dark Ale
Sour Ale
Belgian Strong Golden Ale
American Brown Ale
International Pale Ale
Coffee Stout
California Common Ale
India Session Ale
Milk Stout
Table Beer
India Session Ale
Gose
Helles Lager
Wheat Beer
Farmhouse Ale
American IPA
English Porter
Fruit Beer
Sour Ale
International IPA",1,,,,,,ROI,,,,,,,,,,,,,Yes,,,,1,1,,,,2012-1-1,2025-03-30,,,,,,,Yes,,,,47,,129,9.45,,,Pub License,Yes,,,,,,0,Cornmarket Street,-8.476413,51.899599,51.89959985,
